Average,,7.113mV,0.883uA(F),0.921uA,1.002uA(F),2.652V,2.780V,2.652V,116.7V,116.8V,-0.07,-4.69Over(F),-0.00mA,5.654mR,Over,0.784V,Over,0.863V,Over,5.718nA,8.206nA(F),9.955nA,0.188nA,2.644V,-3.91nA,4.911nA,
STDEV,,7.7641,7.5549,0.2643,4.3391,0.0808,0.0843,0.0808,3.4019,3.4080,0.1363,4.6481,0.0002,0.3120,0.0000,0.0422,0.0000,0.0464,0.0000,2.4127,9.0020,0.6647,0.1676,0.1794,0.3247,0.3891,
Min Data,,003.5mV,-402.1uA,-000.2uA,------,------,------,------,113.7V,112.3V,-000.5,-290.2nA,-0.001mA,------,------,------,------,0.859V,------,004.0nA,005.8nA,9.999nA,-000.2nA,2.592V,-005.9nA,004.8nA,
Max Data,,175.3mV,237.4uA,002.1uA,269.4uA,2.735V,2.864V,2.735V,120.1V,120.2V,003.0,,0.000mA,5.932mR,------,0.797V,------,0.878V,------,021.2nA,426.2nA,9.999nA,000.9nA,2.734V,-003.7nA,005.9nA,

Serial#,Bin# 
3595,1,4.200E-003,4.000E-007,1.000E-006,1.000E-006,2.676E+000,2.805E+000,2.676E+000,1.155E+002,1.157E+002,2.000E-001,4.700E-009,0.000E+000,5.618E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.800E-009,9.000E-009,9.999E-009,0.000E+000,2.676E+000,4.100E-009,5.100E-009,
3596,1,6.500E-003,1.300E-006,9.000E-007,1.200E-006,2.673E+000,2.802E+000,2.673E+000,1.157E+002,1.159E+002,2.000E-001,4.700E-009,0.000E+000,5.616E-003,0.000E+000,7.840E-001,0.000E+000,8.600E-001,0.000E+000,4.800E-009,6.100E-009,9.999E-009,4.000E-010,2.675E+000,3.900E-009,5.100E-009,
3597,1,1.730E-002,1.200E-006,6.000E-007,1.000E-006,2.682E+000,2.810E+000,2.683E+000,1.158E+002,1.158E+002,0.000E+000,4.900E-009,0.000E+000,5.662E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.600E-009,1.000E-008,9.999E-009,0.000E+000,2.683E+000,4.000E-009,4.900E-009,
3598,1,5.000E-003,1.600E-006,8.000E-007,1.000E-006,2.678E+000,2.806E+000,2.678E+000,1.158E+002,1.159E+002,1.000E-001,4.800E-009,1.000E-006,5.609E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.300E-009,7.800E-009,9.999E-009,3.000E-010,2.680E+000,3.700E-009,4.900E-009,
3599,1,3.900E-003,9.000E-007,5.000E-007,1.000E-006,2.677E+000,2.806E+000,2.677E+000,1.172E+002,1.173E+002,1.000E-001,4.700E-009,0.000E+000,5.676E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.600E-009,8.900E-009,9.999E-009,0.000E+000,2.678E+000,4.200E-009,5.100E-009,
3600,1,8.100E-003,6.000E-007,9.000E-007,7.000E-007,2.669E+000,2.799E+000,2.669E+000,1.167E+002,1.170E+002,3.000E-001,4.600E-009,0.000E+000,5.614E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.200E-009,7.900E-009,9.999E-009,4.000E-010,2.671E+000,3.700E-009,4.900E-009,
3601,1,4.300E-003,6.000E-007,1.200E-006,8.000E-007,2.667E+000,2.796E+000,2.667E+000,1.167E+002,1.166E+002,1.000E-001,4.800E-009,0.000E+000,5.585E-003,0.000E+000,7.850E-001,0.000E+000,8.620E-001,0.000E+000,4.700E-009,9.400E-009,9.999E-009,0.000E+000,2.667E+000,4.100E-009,5.100E-009,
3602,1,6.600E-003,1.400E-006,7.000E-007,9.000E-007,2.678E+000,2.808E+000,2.678E+000,1.171E+002,1.173E+002,2.000E-001,4.500E-009,0.000E+000,5.672E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.100E-009,8.300E-009,9.999E-009,4.000E-010,2.680E+000,3.800E-009,5.000E-009,
3603,1,5.900E-003,3.000E-007,7.000E-007,9.000E-007,2.672E+000,2.800E+000,2.672E+000,1.158E+002,1.159E+002,1.000E-001,4.700E-009,0.000E+000,5.606E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,5.700E-009,7.900E-009,9.999E-009,0.000E+000,2.673E+000,4.200E-009,5.100E-009,
3604,1,5.700E-003,1.500E-006,9.000E-007,9.000E-007,2.665E+000,2.793E+000,2.665E+000,1.163E+002,1.165E+002,2.000E-001,4.700E-009,0.000E+000,5.622E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.700E-009,7.400E-009,9.999E-009,4.000E-010,2.666E+000,3.800E-009,4.900E-009,
3605,1,1.230E-002,1.000E-006,1.000E-006,1.000E-006,2.688E+000,2.818E+000,2.688E+000,1.161E+002,1.161E+002,0.000E+000,4.900E-009,0.000E+000,5.650E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,5.300E-009,8.800E-009,9.999E-009,1.000E-010,2.690E+000,4.200E-009,5.000E-009,
3606,1,6.100E-003,1.000E-006,9.000E-007,7.000E-007,2.680E+000,2.809E+000,2.680E+000,1.159E+002,1.159E+002,0.000E+000,4.600E-009,0.000E+000,5.634E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.100E-009,7.200E-009,9.999E-009,3.000E-010,2.681E+000,3.600E-009,4.900E-009,
3607,1,5.000E-003,6.000E-007,1.100E-006,1.000E-006,2.700E+000,2.829E+000,2.700E+000,1.165E+002,1.166E+002,1.000E-001,4.900E-009,0.000E+000,5.690E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,4.900E-009,9.000E-009,9.999E-009,0.000E+000,2.700E+000,4.100E-009,4.900E-009,
3608,1,4.600E-003,1.100E-006,1.200E-006,6.000E-007,2.696E+000,2.825E+000,2.696E+000,1.165E+002,1.165E+002,0.000E+000,4.400E-009,0.000E+000,5.661E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.700E-009,6.500E-009,9.999E-009,4.000E-010,2.697E+000,3.800E-009,5.000E-009,
3609,1,8.600E-003,9.000E-007,1.000E-006,1.000E-006,2.589E+000,2.716E+000,2.589E+000,1.182E+002,1.183E+002,1.000E-001,4.900E-009,0.000E+000,5.709E-003,0.000E+000,7.860E-001,0.000E+000,8.680E-001,0.000E+000,4.700E-009,9.800E-009,9.999E-009,1.000E-010,2.590E+000,4.100E-009,4.900E-009,
3610,1,4.600E-003,6.000E-007,1.000E-006,9.000E-007,2.594E+000,2.720E+000,2.595E+000,1.166E+002,1.168E+002,2.000E-001,4.500E-009,0.000E+000,5.741E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,4.200E-009,6.900E-009,9.999E-009,4.000E-010,2.595E+000,3.800E-009,5.200E-009,
3611,1,8.500E-003,8.000E-007,8.000E-007,1.000E-006,2.602E+000,2.729E+000,2.603E+000,1.178E+002,1.179E+002,1.000E-001,5.000E-009,0.000E+000,5.696E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,6.200E-009,1.010E-008,9.999E-009,0.000E+000,2.604E+000,4.200E-009,4.800E-009,
3612,1,5.300E-003,5.000E-007,1.200E-006,7.000E-007,2.597E+000,2.723E+000,2.598E+000,1.180E+002,1.181E+002,1.000E-001,4.600E-009,0.000E+000,5.710E-003,0.000E+000,7.850E-001,0.000E+000,8.670E-001,0.000E+000,5.000E-009,8.800E-009,9.999E-009,4.000E-010,2.598E+000,3.700E-009,4.800E-009,
3613,1,5.300E-003,7.000E-007,1.200E-006,8.000E-007,2.620E+000,2.748E+000,2.620E+000,1.175E+002,1.176E+002,1.000E-001,4.900E-009,0.000E+000,5.681E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,6.100E-009,1.030E-008,9.999E-009,0.000E+000,2.620E+000,4.300E-009,4.900E-009,
3614,1,7.600E-003,1.000E-006,1.200E-006,9.000E-007,2.620E+000,2.747E+000,2.619E+000,1.177E+002,1.177E+002,0.000E+000,4.700E-009,0.000E+000,5.689E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,5.900E-009,6.700E-009,9.999E-009,5.000E-010,2.620E+000,3.600E-009,4.900E-009,
3615,1,7.300E-003,1.000E-006,1.000E-006,7.000E-007,2.639E+000,2.767E+000,2.638E+000,1.175E+002,1.176E+002,1.000E-001,4.900E-009,0.000E+000,5.716E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,5.300E-009,8.700E-009,9.999E-009,1.000E-010,2.639E+000,4.300E-009,5.000E-009,
3616,1,5.900E-003,4.000E-007,1.000E-006,9.000E-007,2.628E+000,2.755E+000,2.628E+000,1.174E+002,1.176E+002,2.000E-001,4.600E-009,0.000E+000,5.726E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,5.200E-009,5.600E-009,9.999E-009,5.000E-010,2.629E+000,3.700E-009,5.100E-009,
3617,1,5.100E-003,1.400E-006,9.000E-007,1.000E-006,2.641E+000,2.770E+000,2.640E+000,1.179E+002,1.181E+002,2.000E-001,5.000E-009,0.000E+000,5.744E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,4.800E-009,9.400E-009,9.999E-009,1.000E-010,2.643E+000,4.200E-009,4.900E-009,
3618,1,5.000E-003,1.400E-006,9.000E-007,8.000E-007,2.639E+000,2.767E+000,2.639E+000,1.178E+002,1.179E+002,1.000E-001,4.500E-009,0.000E+000,5.732E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.500E-009,6.600E-009,9.999E-009,5.000E-010,2.641E+000,3.700E-009,5.200E-009,
3619,1,5.500E-003,1.000E-006,1.200E-006,1.000E-006,2.651E+000,2.779E+000,2.650E+000,1.176E+002,1.176E+002,0.000E+000,4.900E-009,0.000E+000,5.632E-003,0.000E+000,7.860E-001,0.000E+000,8.690E-001,0.000E+000,4.700E-009,1.030E-008,9.999E-009,0.000E+000,2.652E+000,4.100E-009,4.900E-009,
3620,1,5.100E-003,1.400E-006,9.000E-007,9.000E-007,2.655E+000,2.784E+000,2.655E+000,1.174E+002,1.175E+002,1.000E-001,4.500E-009,0.000E+000,5.684E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,4.300E-009,7.400E-009,9.999E-009,5.000E-010,2.655E+000,3.700E-009,5.300E-009,
3621,1,6.700E-003,1.000E-006,1.000E-006,9.000E-007,2.642E+000,2.771E+000,2.642E+000,1.175E+002,1.176E+002,1.000E-001,5.000E-009,0.000E+000,5.677E-003,0.000E+000,7.880E-001,0.000E+000,8.690E-001,0.000E+000,5.500E-009,1.000E-008,9.999E-009,0.000E+000,2.643E+000,4.100E-009,4.900E-009,
3622,1,4.800E-003,7.000E-007,7.000E-007,6.000E-007,2.647E+000,2.776E+000,2.648E+000,1.175E+002,1.176E+002,1.000E-001,4.700E-009,0.000E+000,5.692E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,4.800E-009,6.300E-009,9.999E-009,5.000E-010,2.649E+000,3.800E-009,5.200E-009,
3623,1,5.600E-003,1.000E-006,6.000E-007,8.000E-007,2.656E+000,2.785E+000,2.657E+000,1.167E+002,1.169E+002,2.000E-001,5.000E-009,0.000E+000,5.653E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,4.900E-009,9.800E-009,9.999E-009,0.000E+000,2.658E+000,4.200E-009,4.800E-009,
3624,1,6.600E-003,1.200E-006,1.000E-006,7.000E-007,2.638E+000,2.767E+000,2.638E+000,1.175E+002,1.177E+002,2.000E-001,4.500E-009,0.000E+000,5.680E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.200E-009,5.700E-009,9.999E-009,6.000E-010,2.639E+000,3.800E-009,5.000E-009,
3625,1,5.100E-003,3.000E-007,8.000E-007,1.000E-006,2.634E+000,2.763E+000,2.634E+000,1.189E+002,1.189E+002,0.000E+000,4.900E-009,0.000E+000,5.838E-003,0.000E+000,7.870E-001,0.000E+000,8.690E-001,0.000E+000,4.300E-009,9.400E-009,9.999E-009,0.000E+000,2.635E+000,4.100E-009,5.000E-009,
3626,1,6.300E-003,3.000E-007,9.000E-007,9.000E-007,2.674E+000,2.804E+000,2.674E+000,1.140E+002,1.142E+002,2.000E-001,4.500E-009,0.000E+000,5.625E-003,0.000E+000,7.870E-001,0.000E+000,8.710E-001,0.000E+000,4.200E-009,6.100E-009,9.999E-009,4.000E-010,2.675E+000,3.800E-009,5.100E-009,
3627,1,5.000E-003,1.000E-006,1.000E-006,9.000E-007,2.625E+000,2.753E+000,2.625E+000,1.190E+002,1.190E+002,0.000E+000,4.800E-009,0.000E+000,5.761E-003,0.000E+000,7.870E-001,0.000E+000,8.720E-001,0.000E+000,4.500E-009,9.500E-009,9.999E-009,0.000E+000,2.626E+000,4.000E-009,4.900E-009,
3628,1,5.500E-003,1.500E-006,9.000E-007,9.000E-007,2.625E+000,2.753E+000,2.625E+000,1.189E+002,1.189E+002,0.000E+000,4.600E-009,0.000E+000,5.826E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.100E-009,7.200E-009,9.999E-009,3.000E-010,2.626E+000,3.800E-009,5.200E-009,
3629,1,5.400E-003,7.000E-007,7.000E-007,9.000E-007,2.683E+000,2.810E+000,2.683E+000,1.162E+002,1.164E+002,2.000E-001,4.900E-009,0.000E+000,5.634E-003,0.000E+000,7.840E-001,0.000E+000,8.640E-001,0.000E+000,5.000E-009,1.020E-008,9.999E-009,0.000E+000,2.683E+000,4.200E-009,4.900E-009,
3630,1,6.100E-003,6.000E-007,1.000E-006,1.000E-006,2.687E+000,2.814E+000,2.687E+000,1.162E+002,1.163E+002,1.000E-001,4.500E-009,0.000E+000,5.653E-003,0.000E+000,7.860E-001,0.000E+000,8.620E-001,0.000E+000,4.400E-009,7.100E-009,9.999E-009,4.000E-010,2.686E+000,3.900E-009,5.100E-009,
3631,1,6.600E-003,1.100E-006,8.000E-007,1.000E-006,2.653E+000,2.780E+000,2.653E+000,1.165E+002,1.166E+002,1.000E-001,5.100E-009,0.000E+000,5.602E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,7.900E-009,9.400E-009,9.999E-009,1.000E-010,2.654E+000,4.100E-009,4.900E-009,
3632,1,5.000E-003,1.100E-006,1.000E-006,7.000E-007,2.669E+000,2.798E+000,2.670E+000,1.163E+002,1.164E+002,1.000E-001,4.500E-009,0.000E+000,5.630E-003,0.000E+000,7.860E-001,0.000E+000,8.620E-001,0.000E+000,5.600E-009,5.700E-009,9.999E-009,4.000E-010,2.671E+000,3.700E-009,5.200E-009,
3633,1,6.300E-003,3.000E-007,1.200E-006,8.000E-007,2.616E+000,2.744E+000,2.616E+000,1.175E+002,1.176E+002,1.000E-001,4.800E-009,0.000E+000,5.636E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,1.200E-008,1.020E-008,9.999E-009,1.000E-010,2.618E+000,4.000E-009,5.100E-009,
3634,1,5.700E-003,8.000E-007,1.000E-006,9.000E-007,2.634E+000,2.762E+000,2.634E+000,1.170E+002,1.170E+002,0.000E+000,4.600E-009,0.000E+000,5.634E-003,0.000E+000,7.840E-001,0.000E+000,8.600E-001,0.000E+000,1.130E-008,6.500E-009,9.999E-009,3.000E-010,2.635E+000,4.000E-009,5.100E-009,
3635,1,9.600E-003,5.000E-007,7.000E-007,8.000E-007,2.632E+000,2.760E+000,2.631E+000,1.179E+002,1.179E+002,0.000E+000,4.800E-009,0.000E+000,5.672E-003,0.000E+000,7.870E-001,0.000E+000,8.660E-001,0.000E+000,6.300E-009,9.500E-009,9.999E-009,0.000E+000,2.633E+000,4.200E-009,4.900E-009,
3636,1,9.100E-003,6.000E-007,1.100E-006,1.000E-006,2.633E+000,2.761E+000,2.632E+000,1.177E+002,1.177E+002,0.000E+000,4.500E-009,0.000E+000,5.676E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,5.900E-009,7.700E-009,9.999E-009,3.000E-010,2.633E+000,3.900E-009,5.200E-009,
3637,1,6.100E-003,1.300E-006,1.100E-006,9.000E-007,2.652E+000,2.780E+000,2.652E+000,1.167E+002,1.167E+002,0.000E+000,4.800E-009,0.000E+000,5.657E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,7.500E-009,9.000E-009,9.999E-009,1.000E-010,2.654E+000,4.100E-009,5.000E-009,
3638,1,9.300E-003,1.200E-006,6.000E-007,1.100E-006,2.633E+000,2.760E+000,2.633E+000,1.168E+002,1.170E+002,2.000E-001,4.700E-009,0.000E+000,5.642E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,1.000E-008,6.800E-009,9.999E-009,4.000E-010,2.633E+000,3.800E-009,5.100E-009,
3639,1,4.600E-003,9.000E-007,9.000E-007,9.000E-007,2.675E+000,2.803E+000,2.676E+000,1.169E+002,1.170E+002,1.000E-001,4.800E-009,0.000E+000,5.674E-003,0.000E+000,7.860E-001,0.000E+000,8.640E-001,0.000E+000,5.800E-009,8.300E-009,9.999E-009,1.000E-010,2.676E+000,4.100E-009,5.100E-009,
3640,1,9.600E-003,9.000E-007,1.200E-006,1.000E-006,2.672E+000,2.801E+000,2.672E+000,1.170E+002,1.172E+002,2.000E-001,4.700E-009,0.000E+000,5.606E-003,0.000E+000,7.850E-001,0.000E+000,8.640E-001,0.000E+000,5.200E-009,7.500E-009,9.999E-009,3.000E-010,2.674E+000,3.900E-009,4.900E-009,
3641,1,8.100E-003,1.100E-006,7.000E-007,1.000E-006,2.674E+000,2.803E+000,2.675E+000,1.168E+002,1.167E+002,1.000E-001,4.800E-009,0.000E+000,5.662E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,5.700E-009,8.000E-009,9.999E-009,0.000E+000,2.675E+000,4.200E-009,5.000E-009,
3642,1,4.600E-003,1.700E-006,1.000E-006,1.000E-006,2.676E+000,2.804E+000,2.676E+000,1.167E+002,1.168E+002,1.000E-001,4.700E-009,0.000E+000,5.658E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,5.200E-009,6.400E-009,9.999E-009,3.000E-010,2.678E+000,3.700E-009,4.900E-009,
3643,1,5.500E-003,9.000E-007,9.000E-007,9.000E-007,2.625E+000,2.752E+000,2.625E+000,1.167E+002,1.168E+002,1.000E-001,5.000E-009,0.000E+000,5.650E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,1.050E-008,9.100E-009,9.999E-009,0.000E+000,2.625E+000,4.200E-009,5.000E-009,
3644,1,4.700E-003,4.000E-007,7.000E-007,1.000E-006,2.640E+000,2.767E+000,2.640E+000,1.168E+002,1.168E+002,0.000E+000,4.600E-009,1.000E-006,5.665E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,8.100E-009,6.700E-009,9.999E-009,3.000E-010,2.641E+000,3.900E-009,4.900E-009,
3645,1,4.800E-003,1.100E-006,9.000E-007,1.100E-006,2.600E+000,2.726E+000,2.600E+000,1.173E+002,1.173E+002,0.000E+000,4.800E-009,0.000E+000,5.740E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,1.270E-008,9.600E-009,9.999E-009,0.000E+000,2.600E+000,4.100E-009,4.900E-009,
3646,1,4.800E-003,7.000E-007,9.000E-007,1.100E-006,2.610E+000,2.737E+000,2.610E+000,1.170E+002,1.173E+002,3.000E-001,4.800E-009,0.000E+000,5.622E-003,0.000E+000,7.870E-001,0.000E+000,8.660E-001,0.000E+000,1.340E-008,7.300E-009,9.999E-009,3.000E-010,2.611E+000,3.700E-009,5.000E-009,
3647,1,5.500E-003,1.000E-006,7.000E-007,1.000E-006,2.613E+000,2.741E+000,2.614E+000,1.176E+002,1.176E+002,0.000E+000,4.600E-009,0.000E+000,5.701E-003,0.000E+000,7.880E-001,0.000E+000,8.700E-001,0.000E+000,5.100E-009,9.000E-009,9.999E-009,0.000E+000,2.614E+000,4.200E-009,5.100E-009,
3648,1,5.100E-003,4.000E-007,1.100E-006,8.000E-007,2.607E+000,2.734E+000,2.607E+000,1.176E+002,1.177E+002,1.000E-001,4.900E-009,0.000E+000,5.730E-003,0.000E+000,7.860E-001,0.000E+000,8.680E-001,0.000E+000,6.900E-009,7.500E-009,9.999E-009,5.000E-010,2.608E+000,3.800E-009,5.000E-009,
3649,1,8.600E-003,7.000E-007,9.000E-007,9.000E-007,2.651E+000,2.780E+000,2.652E+000,1.179E+002,1.177E+002,2.000E-001,4.600E-009,0.000E+000,5.714E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,4.600E-009,8.800E-009,9.999E-009,0.000E+000,2.653E+000,4.200E-009,4.900E-009,
3650,1,5.200E-003,1.400E-006,1.200E-006,1.000E-006,2.640E+000,2.768E+000,2.640E+000,1.176E+002,1.176E+002,0.000E+000,4.900E-009,0.000E+000,5.725E-003,0.000E+000,7.850E-001,0.000E+000,8.650E-001,0.000E+000,4.500E-009,8.300E-009,9.999E-009,4.000E-010,2.641E+000,3.700E-009,4.900E-009,
3651,1,4.400E-003,8.000E-007,1.200E-006,1.000E-006,2.655E+000,2.785E+000,2.655E+000,1.146E+002,1.146E+002,0.000E+000,4.600E-009,0.000E+000,5.672E-003,0.000E+000,7.860E-001,0.000E+000,8.690E-001,0.000E+000,4.400E-009,8.100E-009,9.999E-009,0.000E+000,2.656E+000,4.100E-009,5.000E-009,
3652,1,7.900E-003,4.000E-007,1.200E-006,1.000E-006,2.651E+000,2.781E+000,2.651E+000,1.173E+002,1.174E+002,1.000E-001,4.900E-009,0.000E+000,5.658E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,4.200E-009,7.800E-009,9.999E-009,3.000E-010,2.652E+000,3.700E-009,4.900E-009,
3653,1,7.900E-003,6.000E-007,9.000E-007,9.000E-007,2.648E+000,2.776E+000,2.647E+000,1.179E+002,1.180E+002,1.000E-001,4.500E-009,0.000E+000,5.726E-003,0.000E+000,7.870E-001,0.000E+000,8.670E-001,0.000E+000,4.700E-009,7.900E-009,9.999E-009,0.000E+000,2.647E+000,4.200E-009,5.000E-009,
3654,1,4.900E-003,1.200E-006,1.000E-006,1.000E-006,2.650E+000,2.778E+000,2.651E+000,1.173E+002,1.174E+002,1.000E-001,4.800E-009,0.000E+000,5.688E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,4.100E-009,9.600E-009,9.999E-009,4.000E-010,2.651E+000,3.900E-009,4.900E-009,
3655,1,1.320E-002,3.000E-007,8.000E-007,8.000E-007,2.634E+000,2.761E+000,2.634E+000,1.171E+002,1.172E+002,1.000E-001,4.500E-009,0.000E+000,5.661E-003,0.000E+000,7.860E-001,0.000E+000,8.660E-001,0.000E+000,6.500E-009,9.900E-009,9.999E-009,1.000E-010,2.635E+000,4.100E-009,4.900E-009,
3656,1,6.900E-003,8.000E-007,1.000E-006,1.000E-006,2.642E+000,2.770E+000,2.643E+000,1.177E+002,1.178E+002,1.000E-001,4.800E-009,0.000E+000,5.725E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,4.600E-009,7.500E-009,9.999E-009,3.000E-010,2.643E+000,3.800E-009,4.900E-009,
3657,1,4.900E-003,1.300E-006,9.000E-007,1.100E-006,2.631E+000,2.759E+000,2.631E+000,1.172E+002,1.172E+002,0.000E+000,4.600E-009,0.000E+000,5.697E-003,0.000E+000,7.860E-001,0.000E+000,8.680E-001,0.000E+000,8.500E-009,9.200E-009,9.999E-009,0.000E+000,2.633E+000,4.000E-009,5.100E-009,
3658,1,4.900E-003,1.000E-006,1.200E-006,9.000E-007,2.632E+000,2.760E+000,2.633E+000,1.172E+002,1.173E+002,1.000E-001,4.900E-009,0.000E+000,5.681E-003,0.000E+000,7.860E-001,0.000E+000,8.670E-001,0.000E+000,6.900E-009,7.600E-009,9.999E-009,3.000E-010,2.633E+000,3.900E-009,4.900E-009,
3659,1,6.600E-003,8.000E-007,1.200E-006,7.000E-007,2.682E+000,2.809E+000,2.682E+000,1.160E+002,1.161E+002,1.000E-001,4.900E-009,0.000E+000,5.594E-003,0.000E+000,7.850E-001,0.000E+000,8.610E-001,0.000E+000,5.500E-009,9.100E-009,9.999E-009,0.000E+000,2.682E+000,4.200E-009,5.000E-009,
3660,1,4.300E-003,7.000E-007,7.000E-007,1.400E-006,2.688E+000,2.817E+000,2.689E+000,1.161E+002,1.161E+002,0.000E+000,4.500E-009,0.000E+000,5.636E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,4.300E-009,6.700E-009,9.999E-009,3.000E-010,2.690E+000,3.800E-009,5.000E-009,
3661,1,5.500E-003,3.000E-007,7.000E-007,1.000E-006,2.625E+000,2.753E+000,2.626E+000,1.166E+002,1.167E+002,1.000E-001,4.600E-009,0.000E+000,5.644E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,1.220E-008,8.800E-009,9.999E-009,1.000E-010,2.626E+000,4.200E-009,5.000E-009,
3662,1,4.500E-003,6.000E-007,1.200E-006,8.000E-007,2.668E+000,2.796E+000,2.668E+000,1.162E+002,1.163E+002,1.000E-001,4.700E-009,0.000E+000,5.658E-003,0.000E+000,7.840E-001,0.000E+000,8.610E-001,0.000E+000,6.000E-009,7.500E-009,9.999E-009,4.000E-010,2.669E+000,3.800E-009,5.000E-009,
3663,1,4.100E-003,5.000E-007,1.100E-006,9.000E-007,2.582E+000,2.708E+000,2.581E+000,1.177E+002,1.177E+002,0.000E+000,4.800E-009,0.000E+000,5.653E-003,0.000E+000,7.840E-001,0.000E+000,8.600E-001,0.000E+000,1.640E-008,8.400E-009,9.999E-009,0.000E+000,2.582E+000,4.300E-009,5.000E-009,
3664,1,4.300E-003,1.000E-006,9.000E-007,1.000E-006,2.601E+000,2.727E+000,2.600E+000,1.170E+002,1.170E+002,0.000E+000,4.700E-009,0.000E+000,5.672E-003,0.000E+000,7.850E-001,0.000E+000,8.630E-001,0.000E+000,1.580E-008,7.900E-009,9.999E-009,4.000E-010,2.603E+000,3.900E-009,5.000E-009,
3665,1,4.300E-003,1.200E-006,1.100E-006,9.000E-007,2.596E+000,2.723E+000,2.596E+000,1.174E+002,1.174E+002,0.000E+000,4.600E-009,0.000E+000,5.692E-003,0.000E+000,7.840E-001,0.000E+000,8.620E-001,0.000E+000,1.800E-008,8.800E-009,9.999E-009,0.000E+000,2.597E+000,4.200E-009,5.000E-009,
3666,1,5.000E-003,1.200E-006,1.000E-006,9.000E-007,2.590E+000,2.717E+000,2.590E+000,1.179E+002,1.180E+002,1.000E-001,4.900E-009,0.000E+000,5.680E-003,0.000E+000,7.850E-001,0.000E+000,8.660E-001,0.000E+000,1.040E-008,7.300E-009,9.999E-009,3.000E-010,2.591E+000,3.900E-009,5.000E-009,
3667,1,7.100E-003,9.000E-007,9.000E-007,6.000E-007,2.665E+000,2.792E+000,2.665E+000,1.163E+002,1.163E+002,0.000E+000,4.500E-009,0.000E+000,5.661E-003,0.000E+000,7.860E-001,0.000E+000,8.650E-001,0.000E+000,6.400E-009,8.500E-009,9.999E-009,0.000E+000,2.666E+000,4.200E-009,5.000E-009,
3668,1,4.300E-003,1.400E-006,1.000E-006,9.000E-007,2.640E+000,2.767E+000,2.640E+000,1.165E+002,1.166E+002,1.000E-001,4.800E-009,1.000E-006,5.612E-003,0.000E+000,7.860E-001,0.000E+000,8.630E-001,0.000E+000,8.800E-009,7.900E-009,9.999E-009,3.000E-010,2.642E+000,3.900E-009,5.000E-009,
